C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\Cartao.2_M2.xdf;03.10.19;11:52:29;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
;1,18;-0,72;1,18;-0,08;;;;;;;;;;;;;;;;
;1,18;-1,16;1,18;1,48;;;;;;;;;;;;;;;;
;1,18;-0,35;1,18;-1,77;;;;;;;;;;;;;;;;
;1,18;0,70;1,18;1,42;;;;;;;;;;;;;;;;
;1,18;1,27;1,18;0,74;;;;;;;;;;;;;;;;
;1,18;2,09;1,18;1,97;;;;;;;;;;;;;;;;
;1,18;1,62;1,18;0,19;;;;;;;;;;;;;;;;
;1,18;0,43;1,18;1,04;;;;;;;;;;;;;;;;
;1,18;-0,37;1,18;1,82;;;;;;;;;;;;;;;;
;1,18;0,93;1,18;-1,94;;;;;;;;;;;;;;;;
;1,18;-0,72;1,18;-1,37;;;;;;;;;;;;;;;;
;1,18;-2,59;1,18;-0,05;;;;;;;;;;;;;;;;
;1,18;-2,11;1,18;-1,17;;;;;;;;;;;;;;;;
;1,18;-0,03;1,18;-1,13;;;;;;;;;;;;;;;;
;1,18;0,50;1,18;-0,23;;;;;;;;;;;;;;;;
;1,18;0,72;1,18;1,19;;;;;;;;;;;;;;;;
;1,18;0,33;1,18;-1,06;;;;;;;;;;;;;;;;
;1,18;-0,59;1,18;1,44;;;;;;;;;;;;;;;;
;1,18;0,55;1,18;1,81;;;;;;;;;;;;;;;;
;1,18;2,29;1,18;-1,66;;;;;;;;;;;;;;;;
;1,18;0,36;1,18;0,76;;;;;;;;;;;;;;;;
;1,18;-1,22;1,18;1,51;;;;;;;;;;;;;;;;
;1,18;0,04;1,18;0,91;;;;;;;;;;;;;;;;
;1,18;2,26;1,18;-0,57;;;;;;;;;;;;;;;;
;1,18;1,29;1,18;0,49;;;;;;;;;;;;;;;;
;1,18;-0,16;1,18;1,62;;;;;;;;;;;;;;;;
;1,18;-0,93;1,18;-2,52;;;;;;;;;;;;;;;;
;1,18;-1,92;1,18;0,26;;;;;;;;;;;;;;;;
;1,18;-0,97;1,18;0,00;;;;;;;;;;;;;;;;
;1,18;0,85;1,18;-1,74;;;;;;;;;;;;;;;;
;1,18;0,14;1,18;0,20;;;;;;;;;;;;;;;;
;1,18;-0,50;1,18;1,08;;;;;;;;;;;;;;;;
;1,18;0,41;1,18;1,04;;;;;;;;;;;;;;;;
;1,18;1,86;1,18;-0,57;;;;;;;;;;;;;;;;
;1,18;0,68;1,18;0,80;;;;;;;;;;;;;;;;
;1,18;0,07;1,18;2,24;;;;;;;;;;;;;;;;
;1,19;0,61;1,19;-2,00;;;;;;;;;;;;;;;;
;1,19;-0,50;1,19;0,46;;;;;;;;;;;;;;;;
;1,19;-0,87;1,19;0,63;;;;;;;;;;;;;;;;
;1,19;0,15;1,19;-1,42;;;;;;;;;;;;;;;;
;1,19;-0,22;1,19;0,08;;;;;;;;;;;;;;;;
;1,19;-0,07;1,19;1,01;;;;;;;;;;;;;;;;
;1,19;0,88;1,19;0,94;;;;;;;;;;;;;;;;
;1,19;2,01;1,19;0,36;;;;;;;;;;;;;;;;
;1,19;0,96;1,19;0,22;;;;;;;;;;;;;;;;
;1,19;-0,18;1,19;2,95;;;;;;;;;;;;;;;;
;1,19;1,18;1,19;-0,84;;;;;;;;;;;;;;;;
;1,19;0,67;1,19;-0,85;;;;;;;;;;;;;;;;
;1,19;-0,99;1,19;0,66;;;;;;;;;;;;;;;;
;1,19;-1,73;1,19;-2,68;;;;;;;;;;;;;;;;
;1,19;-2,70;1,19;-2,55;;;;;;;;;;;;;;;;
;1,19;-3,61;1,19;-2,33;;;;;;;;;;;;;;;;
;1,19;-2,56;1,19;-1,86;;;;;;;;;;;;;;;;
;1,19;-1,40;1,19;-3,14;;;;;;;;;;;;;;;;
;1,19;-1,58;1,19;-1,88;;;;;;;;;;;;;;;;
;1,19;-1,99;1,19;1,10;;;;;;;;;;;;;;;;
;1,19;0,53;1,19;-1,59;;;;;;;;;;;;;;;;
;1,19;0,46;1,19;-0,92;;;;;;;;;;;;;;;;
;1,19;-0,01;1,19;2,44;;;;;;;;;;;;;;;;
;1,19;0,47;1,19;-1,06;;;;;;;;;;;;;;;;
;1,19;0,34;1,19;-0,28;;;;;;;;;;;;;;;;
;1,19;-1,00;1,19;0,16;;;;;;;;;;;;;;;;
;1,19;-0,54;1,19;0,85;;;;;;;;;;;;;;;;
;1,19;0,67;1,19;-1,13;;;;;;;;;;;;;;;;
;1,19;0,21;1,19;-0,83;;;;;;;;;;;;;;;;
;1,19;-0,86;1,19;3,30;;;;;;;;;;;;;;;;
;1,19;1,72;1,19;-0,30;;;;;;;;;;;;;;;;
;1,19;2,00;1,19;-0,72;;;;;;;;;;;;;;;;
;1,19;0,13;1,19;2,58;;;;;;;;;;;;;;;;
;1,19;-0,11;1,19;-0,16;;;;;;;;;;;;;;;;
;1,19;-0,11;1,19;-1,24;;;;;;;;;;;;;;;;
;1,19;-0,93;1,19;0,98;;;;;;;;;;;;;;;;
;1,19;0,45;1,19;1,25;;;;;;;;;;;;;;;;
;1,19;1,90;1,19;-0,66;;;;;;;;;;;;;;;;
;1,19;1,09;1,19;0,34;;;;;;;;;;;;;;;;
;1,19;-0,61;1,19;1,94;;;;;;;;;;;;;;;;
;1,19;0,07;1,19;-1,25;;;;;;;;;;;;;;;;
;1,20;-0,77;1,20;-2,10;;;;;;;;;;;;;;;;
;1,20;-1,89;1,20;0,91;;;;;;;;;;;;;;;;
;1,20;-1,00;1,20;-1,09;;;;;;;;;;;;;;;;
;1,20;0,53;1,20;-0,27;;;;;;;;;;;;;;;;
;1,20;1,22;1,20;2,24;;;;;;;;;;;;;;;;
;1,20;2,88;1,20;2,59;;;;;;;;;;;;;;;;
;1,20;3,71;1,20;2,19;;;;;;;;;;;;;;;;
;1,20;2,92;1,20;1,10;;;;;;;;;;;;;;;;
;1,20;-0,06;1,20;1,61;;;;;;;;;;;;;;;;
;1,20;-1,03;1,20;-1,39;;;;;;;;;;;;;;;;
;1,20;-2,96;1,20;-4,10;;;;;;;;;;;;;;;;
;1,20;-4,23;1,20;-0,15;;;;;;;;;;;;;;;;
;1,20;-2,12;1,20;-1,74;;;;;;;;;;;;;;;;
;1,20;1,25;1,20;-0,66;;;;;;;;;;;;;;;;
;1,20;2,08;1,20;1,41;;;;;;;;;;;;;;;;
;1,20;2,29;1,20;2,73;;;;;;;;;;;;;;;;
;1,20;2,24;1,20;1,88;;;;;;;;;;;;;;;;
;1,20;1,83;1,20;0,62;;;;;;;;;;;;;;;;
;1,20;0,36;1,20;1,75;;;;;;;;;;;;;;;;
;1,20;0,07;1,20;-0,63;;;;;;;;;;;;;;;;
;1,20;-0,94;1,20;-1,19;;;;;;;;;;;;;;;;
;1,20;-1,39;1,20;0,55;;;;;;;;;;;;;;;;
;1,20;-0,49;1,20;-1,20;;;;;;;;;;;;;;;;
;1,20;0,19;1,20;-0,59;;;;;;;;;;;;;;;;
;1,20;-0,33;1,20;-0,03;;;;;;;;;;;;;;;;
;1,20;-0,17;1,20;1,38;;;;;;;;;;;;;;;;
;1,20;1,13;1,20;-0,14;;;;;;;;;;;;;;;;
;1,20;1,01;1,20;-0,79;;;;;;;;;;;;;;;;
;1,20;-0,66;1,20;0,87;;;;;;;;;;;;;;;;
;1,20;-1,33;1,20;-2,05;;;;;;;;;;;;;;;;
;1,20;-2,30;1,20;-1,56;;;;;;;;;;;;;;;;
;1,20;-1,91;1,20;0,00;;;;;;;;;;;;;;;;
;1,20;-0,02;1,20;-1,46;;;;;;;;;;;;;;;;
;1,20;0,62;1,20;-0,43;;;;;;;;;;;;;;;;
;1,20;-0,16;1,20;0,50;;;;;;;;;;;;;;;;
;1,20;-0,00;1,20;1,96;;;;;;;;;;;;;;;;
;1,20;1,76;1,20;0,12;;;;;;;;;;;;;;;;
;1,20;1,71;1,20;-0,05;;;;;;;;;;;;;;;;
;1,20;0,18;1,20;1,81;;;;;;;;;;;;;;;;
;1,20;-0,36;1,20;-0,52;;;;;;;;;;;;;;;;
;1,20;-0,31;1,20;0,67;;;;;;;;;;;;;;;;
;1,21;0,84;1,21;1,39;;;;;;;;;;;;;;;;
;1,21;2,16;1,21;-0,65;;;;;;;;;;;;;;;;
;1,21;0,38;1,21;0,11;;;;;;;;;;;;;;;;
;1,21;-1,40;1,21;-0,08;;;;;;;;;;;;;;;;
;1,21;-2,37;1,21;-2,30;;;;;;;;;;;;;;;;
;1,21;-2,44;1,21;-2,04;;;;;;;;;;;;;;;;
;1,21;-2,30;1,21;-2,39;;;;;;;;;;;;;;;;
;1,21;-1,81;1,21;-1,70;;;;;;;;;;;;;;;;
;1,21;-1,61;1,21;-2,01;;;;;;;;;;;;;;;;
;1,21;-1,19;1,21;0,23;;;;;;;;;;;;;;;;
;1,21;0,76;1,21;2,42;;;;;;;;;;;;;;;;
;1,21;3,85;1,21;-0,14;;;;;;;;;;;;;;;;
;1,21;2,54;1,21;1,68;;;;;;;;;;;;;;;;
;1,21;0,54;1,21;2,50;;;;;;;;;;;;;;;;
;1,21;-0,30;1,21;0,40;;;;;;;;;;;;;;;;
;1,21;0,84;1,21;1,45;;;;;;;;;;;;;;;;
;1,21;1,64;1,21;-0,27;;;;;;;;;;;;;;;;
;1,21;1,14;1,21;0,66;;;;;;;;;;;;;;;;
;1,21;-0,72;1,21;-0,36;;;;;;;;;;;;;;;;
;1,21;-1,38;1,21;0,55;;;;;;;;;;;;;;;;
;1,21;0,10;1,21;2,26;;;;;;;;;;;;;;;;
;1,21;3,54;1,21;-1,05;;;;;;;;;;;;;;;;
;1,21;1,77;1,21;0,86;;;;;;;;;;;;;;;;
;1,21;-0,38;1,21;1,93;;;;;;;;;;;;;;;;
;1,21;-1,30;1,21;-0,68;;;;;;;;;;;;;;;;
;1,21;0,14;1,21;0,89;;;;;;;;;;;;;;;;
;1,21;1,07;1,21;-0,62;;;;;;;;;;;;;;;;
;1,21;1,34;1,21;0,68;;;;;;;;;;;;;;;;
;1,21;-0,56;1,21;-1,23;;;;;;;;;;;;;;;;
;1,21;-1,90;1,21;-0,03;;;;;;;;;;;;;;;;
;1,21;-1,53;1,21;1,72;;;;;;;;;;;;;;;;
;1,21;2,53;1,21;-1,03;;;;;;;;;;;;;;;;
;1,21;2,12;1,21;0,27;;;;;;;;;;;;;;;;
;1,21;0,61;1,21;1,83;;;;;;;;;;;;;;;;
;1,21;-1,19;1,21;-0,37;;;;;;;;;;;;;;;;
;1,21;-0,25;1,21;0,73;;;;;;;;;;;;;;;;
;1,21;0,13;1,21;-1,81;;;;;;;;;;;;;;;;
;1,21;0,10;1,21;0,22;;;;;;;;;;;;;;;;
;1,21;-1,39;1,21;-1,54;;;;;;;;;;;;;;;;
;1,21;-1,68;1,21;-0,94;;;;;;;;;;;;;;;;
;1,21;-1,81;1,21;-0,06;;;;;;;;;;;;;;;;
;1,22;0,45;1,22;-2,35;;;;;;;;;;;;;;;;
;1,22;-1,26;1,22;-2,69;;;;;;;;;;;;;;;;
;1,22;-3,18;1,22;-0,48;;;;;;;;;;;;;;;;
;1,22;-3,32;1,22;-1,57;;;;;;;;;;;;;;;;
;1,22;-0,24;1,22;-0,72;;;;;;;;;;;;;;;;
;1,22;1,18;1,22;-0,93;;;;;;;;;;;;;;;;
;1,22;1,23;1,22;0,44;;;;;;;;;;;;;;;;
;1,22;-1,07;1,22;-0,96;;;;;;;;;;;;;;;;
;1,22;-2,04;1,22;-0,39;;;;;;;;;;;;;;;;
;1,22;-1,79;1,22;-0,05;;;;;;;;;;;;;;;;
;1,22;0,76;1,22;-2,24;;;;;;;;;;;;;;;;
;1,22;-0,81;1,22;-2,11;;;;;;;;;;;;;;;;
;1,22;-2,49;1,22;0,21;;;;;;;;;;;;;;;;
;1,22;-2,62;1,22;-0,80;;;;;;;;;;;;;;;;
;1,22;0,81;1,22;0,73;;;;;;;;;;;;;;;;
;1,22;2,65;1,22;0,51;;;;;;;;;;;;;;;;
;1,22;3,35;1,22;2,86;;;;;;;;;;;;;;;;
;1,22;1,60;1,22;1,07;;;;;;;;;;;;;;;;
;1,22;0,65;1,22;2,16;;;;;;;;;;;;;;;;
;1,22;0,43;1,22;2,03;;;;;;;;;;;;;;;;
;1,22;2,58;1,22;0,20;;;;;;;;;;;;;;;;
;1,22;1,17;1,22;-0,41;;;;;;;;;;;;;;;;
;1,22;-0,79;1,22;0,97;;;;;;;;;;;;;;;;
;1,22;-1,99;1,22;-0,43;;;;;;;;;;;;;;;;
;1,22;-0,18;1,22;0,26;;;;;;;;;;;;;;;;
;1,22;1,20;1,22;-0,26;;;;;;;;;;;;;;;;
;1,22;1,69;1,22;0,13;;;;;;;;;;;;;;;;
;1,22;-0,54;1,22;-0,07;;;;;;;;;;;;;;;;
;1,22;-1,12;1,22;0,62;;;;;;;;;;;;;;;;
;1,22;-0,73;1,22;-0,64;;;;;;;;;;;;;;;;
;1,22;0,75;1,22;-0,63;;;;;;;;;;;;;;;;
;1,22;-0,15;1,22;-1,08;;;;;;;;;;;;;;;;
;1,22;-1,11;1,22;0,81;;;;;;;;;;;;;;;;
;1,22;-0,60;1,22;0,89;;;;;;;;;;;;;;;;
;1,22;2,06;1,22;0,77;;;;;;;;;;;;;;;;
;1,22;2,86;1,22;2,11;;;;;;;;;;;;;;;;
;1,22;3,04;1,22;2,00;;;;;;;;;;;;;;;;
;1,22;1,22;1,22;1,15;;;;;;;;;;;;;;;;
;1,22;0,20;1,22;1,14;;;;;;;;;;;;;;;;
;1,22;-0,58;1,22;-0,43;;;;;;;;;;;;;;;;
;1,22;-0,05;1,22;0,21;;;;;;;;;;;;;;;;
;1,23;-0,27;1,23;-1,75;;;;;;;;;;;;;;;;
;1,23;-1,01;1,23;0,04;;;;;;;;;;;;;;;;
;1,23;-1,11;1,23;0,62;;;;;;;;;;;;;;;;
;1,23;0,99;1,23;-0,10;;;;;;;;;;;;;;;;
;1,23;1,55;1,23;0,51;;;;;;;;;;;;;;;;
;1,23;1,14;1,23;-0,07;;;;;;;;;;;;;;;;
;1,23;-1,23;1,23;-0,87;;;;;;;;;;;;;;;;
;1,23;-2,39;1,23;-0,89;;;;;;;;;;;;;;;;
;1,23;-2,46;1,23;-2,16;;;;;;;;;;;;;;;;
;1,23;-1,22;1,23;-1,71;;;;;;;;;;;;;;;;
;1,23;-1,55;1,23;-3,25;;;;;;;;;;;;;;;;
;1,23;-2,56;1,23;-0,54;;;;;;;;;;;;;;;;
;1,23;-2,06;1,23;0,04;;;;;;;;;;;;;;;;
;1,23;1,16;1,23;0,14;;;;;;;;;;;;;;;;
;1,23;2,67;1,23;0,54;;;;;;;;;;;;;;;;
;1,23;1,94;1,23;1,12;;;;;;;;;;;;;;;;
;1,23;-0,21;1,23;1,20;;;;;;;;;;;;;;;;
;1,23;-0,48;1,23;0,79;;;;;;;;;;;;;;;;
;1,23;0,51;1,23;0,57;;;;;;;;;;;;;;;;
;1,23;1,88;1,23;0,64;;;;;;;;;;;;;;;;
;1,23;1,22;1,23;-0,52;;;;;;;;;;;;;;;;
;1,23;-0,87;1,23;0,69;;;;;;;;;;;;;;;;
;1,23;-1,41;1,23;1,03;;;;;;;;;;;;;;;;
;1,23;0,86;1,23;0,31;;;;;;;;;;;;;;;;
;1,23;2,23;1,23;-0,33;;;;;;;;;;;;;;;;
;1,23;0,84;1,23;-0,08;;;;;;;;;;;;;;;;
;1,23;-1,78;1,23;-0,59;;;;;;;;;;;;;;;;
;1,23;-2,91;1,23;-1,62;;;;;;;;;;;;;;;;
;1,23;-2,23;1,23;-0,69;;;;;;;;;;;;;;;;
;1,23;0,64;1,23;0,84;;;;;;;;;;;;;;;;
;1,23;2,89;1,23;-0,89;;;;;;;;;;;;;;;;
;1,23;1,33;1,23;1,35;;;;;;;;;;;;;;;;
;1,23;-0,26;1,23;2,20;;;;;;;;;;;;;;;;
;1,23;0,41;1,23;0,63;;;;;;;;;;;;;;;;
;1,23;1,71;1,23;-0,15;;;;;;;;;;;;;;;;
;1,23;0,44;1,23;-1,63;;;;;;;;;;;;;;;;
;1,23;-2,48;1,23;-0,33;;;;;;;;;;;;;;;;
;1,23;-3,34;1,23;-1,91;;;;;;;;;;;;;;;;
;1,23;-2,10;1,23;-1,58;;;;;;;;;;;;;;;;
;1,23;0,21;1,23;0,85;;;;;;;;;;;;;;;;
;1,23;2,49;1,23;-0,33;;;;;;;;;;;;;;;;
;1,24;1,93;1,24;2,08;;;;;;;;;;;;;;;;
;1,24;1,34;1,24;2,98;;;;;;;;;;;;;;;;
;1,24;2,28;1,24;2,32;;;;;;;;;;;;;;;;
;1,24;3,17;1,24;0,64;;;;;;;;;;;;;;;;
;1,24;0,86;1,24;-0,97;;;;;;;;;;;;;;;;
;1,24;-2,78;1,24;-0,09;;;;;;;;;;;;;;;;
;1,24;-3,87;1,24;-2,53;;;;;;;;;;;;;;;;
;1,24;-2,76;1,24;-2,37;;;;;;;;;;;;;;;;
;1,24;-0,82;1,24;-0,03;;;;;;;;;;;;;;;;
;1,24;1,54;1,24;-0,20;;;;;;;;;;;;;;;;
;1,24;1,92;1,24;1,14;;;;;;;;;;;;;;;;
;1,24;1,26;1,24;2,21;;;;;;;;;;;;;;;;
;1,24;1,70;1,24;3,49;;;;;;;;;;;;;;;;
;1,24;3,72;1,24;2,20;;;;;;;;;;;;;;;;
;1,24;3,86;1,24;1,08;;;;;;;;;;;;;;;;
;1,24;1,06;1,24;1,85;;;;;;;;;;;;;;;;
;1,24;-0,86;1,24;1,35;;;;;;;;;;;;;;;;
;1,24;-0,44;1,24;-0,93;;;;;;;;;;;;;;;;
;1,24;-0,12;1,24;-0,14;;;;;;;;;;;;;;;;
;1,24;0,22;1,24;-0,19;;;;;;;;;;;;;;;;
;1,24;-0,34;1,24;-1,12;;;;;;;;;;;;;;;;
;1,24;-1,32;1,24;-0,15;;;;;;;;;;;;;;;;
;1,24;-1,05;1,24;0,35;;;;;;;;;;;;;;;;
;1,24;0,74;1,24;-0,65;;;;;;;;;;;;;;;;
;1,24;0,77;1,24;-1,35;;;;;;;;;;;;;;;;
;1,24;-1,24;1,24;-1,44;;;;;;;;;;;;;;;;
;1,24;-3,63;1,24;-1,58;;;;;;;;;;;;;;;;
;1,24;-3,27;1,24;-2,56;;;;;;;;;;;;;;;;
;1,24;-2,27;1,24;-3,08;;;;;;;;;;;;;;;;
;1,24;-1,59;1,24;-1,52;;;;;;;;;;;;;;;;
;1,24;-1,31;1,24;-0,94;;;;;;;;;;;;;;;;
;1,24;-0,37;1,24;-0,01;;;;;;;;;;;;;;;;
;1,24;0,78;1,24;1,33;;;;;;;;;;;;;;;;
;1,24;2,29;1,24;-0,63;;;;;;;;;;;;;;;;
;1,24;0,10;1,24;-0,74;;;;;;;;;;;;;;;;
;1,24;-2,20;1,24;-0,57;;;;;;;;;;;;;;;;
;1,24;-3,67;1,24;-2,80;;;;;;;;;;;;;;;;
;1,24;-2,65;1,24;-1,45;;;;;;;;;;;;;;;;
;1,24;-1,33;1,24;-2,21;;;;;;;;;;;;;;;;
;1,24;0,06;1,24;-0,31;;;;;;;;;;;;;;;;
;1,24;-0,25;1,24;-0,75;;;;;;;;;;;;;;;;
;1,25;-0,28;1,25;0,73;;;;;;;;;;;;;;;;
;1,25;0,21;1,25;2,22;;;;;;;;;;;;;;;;
;1,25;2,98;1,25;0,03;;;;;;;;;;;;;;;;
;1,25;1,61;1,25;-0,87;;;;;;;;;;;;;;;;
;1,25;-1,36;1,25;1,32;;;;;;;;;;;;;;;;
;1,25;-2,28;1,25;-0,26;;;;;;;;;;;;;;;;
;1,25;-0,31;1,25;-1,66;;;;;;;;;;;;;;;;
;1,25;-0,06;1,25;-0,33;;;;;;;;;;;;;;;;
;1,25;0,45;1,25;0,34;;;;;;;;;;;;;;;;
;1,25;-0,46;1,25;-0,71;;;;;;;;;;;;;;;;
;1,25;-0,41;1,25;0,65;;;;;;;;;;;;;;;;
;1,25;-0,27;1,25;0,60;;;;;;;;;;;;;;;;
;1,25;1,82;1,25;1,27;;;;;;;;;;;;;;;;
;1,25;1,82;1,25;-1,22;;;;;;;;;;;;;;;;
;1,25;-0,13;1,25;1,90;;;;;;;;;;;;;;;;
;1,25;-0,48;1,25;2,67;;;;;;;;;;;;;;;;
;1,25;2,82;1,25;0,76;;;;;;;;;;;;;;;;
;1,25;3,70;1,25;2,16;;;;;;;;;;;;;;;;
;1,25;3,01;1,25;2,19;;;;;;;;;;;;;;;;
;1,25;0,60;1,25;1,36;;;;;;;;;;;;;;;;
;1,25;-0,19;1,25;1,44;;;;;;;;;;;;;;;;
;1,25;0,34;1,25;0,62;;;;;;;;;;;;;;;;
;1,25;1,81;1,25;0,42;;;;;;;;;;;;;;;;
;1,25;0,97;1,25;-0,80;;;;;;;;;;;;;;;;
;1,25;-0,89;1,25;0,49;;;;;;;;;;;;;;;;
;1,25;-1,54;1,25;1,80;;;;;;;;;;;;;;;;
;1,25;2,06;1,25;0,83;;;;;;;;;;;;;;;;
;1,25;3,54;1,25;0,40;;;;;;;;;;;;;;;;
;1,25;2,34;1,25;1,88;;;;;;;;;;;;;;;;
;1,25;-0,52;1,25;0,46;;;;;;;;;;;;;;;;
;1,25;-1,34;1,25;-0,17;;;;;;;;;;;;;;;;
;1,25;-1,40;1,25;-1,14;;;;;;;;;;;;;;;;
;1,25;-0,21;1,25;-0,98;;;;;;;;;;;;;;;;
;1,25;-0,78;1,25;-1,79;;;;;;;;;;;;;;;;
;1,25;-1,44;1,25;-0,59;;;;;;;;;;;;;;;;
;1,25;-1,68;1,25;0,86;;;;;;;;;;;;;;;;
;1,25;1,66;1,25;1,28;;;;;;;;;;;;;;;;
;1,25;3,27;1,25;-0,51;;;;;;;;;;;;;;;;
;1,25;1,79;1,25;2,00;;;;;;;;;;;;;;;;
;1,25;-0,56;1,25;1,09;;;;;;;;;;;;;;;;
;1,25;-0,63;1,25;-0,78;;;;;;;;;;;;;;;;
;1,26;-1,08;1,26;-1,03;;;;;;;;;;;;;;;;
;1,26;-0,83;1,26;-1,56;;;;;;;;;;;;;;;;
;1,26;-2,33;1,26;-3,39;;;;;;;;;;;;;;;;
;1,26;-3,90;1,26;-2,12;;;;;;;;;;;;;;;;
;1,26;-3,82;1,26;-1,15;;;;;;;;;;;;;;;;
;1,26;-0,20;1,26;0,19;;;;;;;;;;;;;;;;
;1,26;3,12;1,26;0,38;;;;;;;;;;;;;;;;
;1,26;3,54;1,26;1,08;;;;;;;;;;;;;;;;
;1,26;0,51;1,26;1,74;;;;;;;;;;;;;;;;
;1,26;-0,84;1,26;0,60;;;;;;;;;;;;;;;;
;1,26;-1,08;1,26;-0,83;;;;;;;;;;;;;;;;
;1,26;-0,12;1,26;-0,40;;;;;;;;;;;;;;;;
;1,26;-0,42;1,26;-2,39;;;;;;;;;;;;;;;;
;1,26;-2,08;1,26;-1,05;;;;;;;;;;;;;;;;
;1,26;-2,91;1,26;-0,47;;;;;;;;;;;;;;;;
;1,26;-0,66;1,26;-0,34;;;;;;;;;;;;;;;;
;1,26;1,51;1,26;-0,75;;;;;;;;;;;;;;;;
;1,26;1,27;1,26;0,37;;;;;;;;;;;;;;;;
;1,26;0,07;1,26;1,86;;;;;;;;;;;;;;;;
;1,26;0,26;1,26;-0,36;;;;;;;;;;;;;;;;
;1,26;0,22;1,26;0,41;;;;;;;;;;;;;;;;
;1,26;0,58;1,26;0,95;;;;;;;;;;;;;;;;
;1,26;0,76;1,26;-1,26;;;;;;;;;;;;;;;;
;1,26;-0,95;1,26;-1,34;;;;;;;;;;;;;;;;
;1,26;-3,06;1,26;-1,08;;;;;;;;;;;;;;;;
;1,26;-2,47;1,26;0,28;;;;;;;;;;;;;;;;
;1,26;0,66;1,26;-2,18;;;;;;;;;;;;;;;;
;1,26;0,76;1,26;-0,77;;;;;;;;;;;;;;;;
;1,26;-0,20;1,26;2,34;;;;;;;;;;;;;;;;
;1,26;0,29;1,26;-1,02;;;;;;;;;;;;;;;;
;1,26;0,34;1,26;0,92;;;;;;;;;;;;;;;;
;1,26;0,95;1,26;1,83;;;;;;;;;;;;;;;;
;1,26;1,97;1,26;-0,97;;;;;;;;;;;;;;;;
;1,26;-0,16;1,26;-0,93;;;;;;;;;;;;;;;;
;1,26;-2,80;1,26;-0,83;;;;;;;;;;;;;;;;
;1,26;-3,29;1,26;-1,05;;;;;;;;;;;;;;;;
;1,26;-1,30;1,26;-3,38;;;;;;;;;;;;;;;;
;1,26;-1,54;1,26;-2,23;;;;;;;;;;;;;;;;
;1,26;-1,68;1,26;1,63;;;;;;;;;;;;;;;;
;1,26;0,46;1,26;-1,13;;;;;;;;;;;;;;;;
;1,26;1,64;1,26;0,67;;;;;;;;;;;;;;;;
;1,27;1,61;1,27;2,86;;;;;;;;;;;;;;;;
;1,27;2,39;1,27;1,03;;;;;;;;;;;;;;;;
;1,27;1,63;1,27;1,10;;;;;;;;;;;;;;;;
;1,27;0,51;1,27;1,58;;;;;;;;;;;;;;;;
;1,27;0,58;1,27;2,82;;;;;;;;;;;;;;;;
;1,27;2,80;1,27;0,11;;;;;;;;;;;;;;;;
;1,27;1,65;1,27;-0,39;;;;;;;;;;;;;;;;
;1,27;-0,74;1,27;2,36;;;;;;;;;;;;;;;;
;1,27;-1,09;1,27;-1,58;;;;;;;;;;;;;;;;
;1,27;-1,06;1,27;-1,39;;;;;;;;;;;;;;;;
;1,27;-1,02;1,27;2,14;;;;;;;;;;;;;;;;
;1,27;2,24;1,27;0,07;;;;;;;;;;;;;;;;
;1,27;2,36;1,27;-0,58;;;;;;;;;;;;;;;;
;1,27;0,38;1,27;2,00;;;;;;;;;;;;;;;;
;1,27;-0,70;1,27;2,31;;;;;;;;;;;;;;;;
;1,27;2,05;1,27;0,18;;;;;;;;;;;;;;;;
;1,27;1,76;1,27;-1,60;;;;;;;;;;;;;;;;
;1,27;-0,61;1,27;1,79;;;;;;;;;;;;;;;;
;1,27;-2,09;1,27;-1,92;;;;;;;;;;;;;;;;
;1,27;-2,16;1,27;-2,36;;;;;;;;;;;;;;;;
;1,27;-2,18;1,27;1,11;;;;;;;;;;;;;;;;
;1,27;1,47;1,27;-0,57;;;;;;;;;;;;;;;;
;1,27;1,90;1,27;-1,49;;;;;;;;;;;;;;;;
;1,27;-0,06;1,27;1,84;;;;;;;;;;;;;;;;
;1,27;-0,97;1,27;1,72;;;;;;;;;;;;;;;;
;1,27;1,58;1,27;-0,23;;;;;;;;;;;;;;;;
;1,27;1,45;1,27;-1,07;;;;;;;;;;;;;;;;
;1,27;-0,21;1,27;1,57;;;;;;;;;;;;;;;;
;1,27;-1,33;1,27;-0,69;;;;;;;;;;;;;;;;
;1,27;-0,74;1,27;-1,17;;;;;;;;;;;;;;;;
;1,27;-0,67;1,27;1,21;;;;;;;;;;;;;;;;
;1,27;1,61;1,27;0,02;;;;;;;;;;;;;;;;
;1,27;1,22;1,27;-0,50;;;;;;;;;;;;;;;;
;1,27;0,21;1,27;1,72;;;;;;;;;;;;;;;;
;1,27;-0,45;1,27;0,77;;;;;;;;;;;;;;;;
;1,27;1,29;1,27;0,23;;;;;;;;;;;;;;;;
;1,27;0,59;1,27;-1,63;;;;;;;;;;;;;;;;
