C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\LaRocha.1_M2.xdf;03.10.19;11:54:57;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
Unit;s;Pa;s;Pa;Hz;;;Hz;;;Hz;Pa;;Hz;Pa;;Hz;°;Hz;°
Sensor;;;;;;;;;;;;;;;;;;;;
PointId;;;;;;;;;;;;;;;;;;;;
PointDir;;'';;'';;'';;;'';;;'';;;'';;;'';;''
Info1;;;;;;;;;;;;;;;;;;;;
Info2;;;;;;;;;;;;;;;;;;;;
Info3;;;;;;;;;;;;;;;;;;;;
Info4;;;;;;;;;;;;;;;;;;;;
Z Axis;;;;;;;;;;;;;;;;
;3,75;-2,29;3,75;-1,10;;;;;;;;;;;;;;;;
;3,75;-1,14;3,75;0,20;;;;;;;;;;;;;;;;
;3,75;0,06;3,75;1,19;;;;;;;;;;;;;;;;
;3,75;1,32;3,75;1,09;;;;;;;;;;;;;;;;
;3,75;1,86;3,75;1,22;;;;;;;;;;;;;;;;
;3,75;2,33;3,75;1,03;;;;;;;;;;;;;;;;
;3,75;1,86;3,75;0,77;;;;;;;;;;;;;;;;
;3,75;1,20;3,75;0,65;;;;;;;;;;;;;;;;
;3,75;0,48;3,75;0,57;;;;;;;;;;;;;;;;
;3,75;0,11;3,75;0,62;;;;;;;;;;;;;;;;
;3,75;-0,18;3,75;-0,56;;;;;;;;;;;;;;;;
;3,75;-1,34;3,75;-1,67;;;;;;;;;;;;;;;;
;3,75;-2,33;3,75;-1,90;;;;;;;;;;;;;;;;
;3,75;-2,23;3,75;-0,49;;;;;;;;;;;;;;;;
;3,75;-1,02;3,75;-0,69;;;;;;;;;;;;;;;;
;3,75;-0,87;3,75;0,32;;;;;;;;;;;;;;;;
;3,75;0,69;3,75;-0,56;;;;;;;;;;;;;;;;
;3,75;-0,14;3,75;-0,84;;;;;;;;;;;;;;;;
;3,75;0,08;3,75;0,01;;;;;;;;;;;;;;;;
;3,75;0,31;3,75;0,31;;;;;;;;;;;;;;;;
;3,75;0,61;3,75;1,26;;;;;;;;;;;;;;;;
;3,75;1,03;3,75;-0,32;;;;;;;;;;;;;;;;
;3,75;-0,28;3,75;0,33;;;;;;;;;;;;;;;;
;3,75;0,57;3,75;-0,04;;;;;;;;;;;;;;;;
;3,75;-0,40;3,75;-0,73;;;;;;;;;;;;;;;;
;3,75;-0,78;3,75;0,17;;;;;;;;;;;;;;;;
;3,75;-0,13;3,75;-0,10;;;;;;;;;;;;;;;;
;3,75;-0,35;3,75;-0,05;;;;;;;;;;;;;;;;
;3,75;-0,10;3,75;0,24;;;;;;;;;;;;;;;;
;3,76;0,31;3,76;-0,70;;;;;;;;;;;;;;;;
;3,76;-0,75;3,76;-0,54;;;;;;;;;;;;;;;;
;3,76;-0,12;3,76;1,07;;;;;;;;;;;;;;;;
;3,76;1,01;3,76;0,45;;;;;;;;;;;;;;;;
;3,76;0,40;3,76;-0,12;;;;;;;;;;;;;;;;
;3,76;-0,07;3,76;-0,99;;;;;;;;;;;;;;;;
;3,76;-0,76;3,76;0,08;;;;;;;;;;;;;;;;
;3,76;0,14;3,76;0,33;;;;;;;;;;;;;;;;
;3,76;-0,25;3,76;-1,11;;;;;;;;;;;;;;;;
;3,76;-1,35;3,76;-0,60;;;;;;;;;;;;;;;;
;3,76;-0,54;3,76;0,11;;;;;;;;;;;;;;;;
;3,76;0,10;3,76;0,91;;;;;;;;;;;;;;;;
;3,76;1,03;3,76;0,94;;;;;;;;;;;;;;;;
;3,76;1,18;3,76;-0,10;;;;;;;;;;;;;;;;
;3,76;0,36;3,76;-0,39;;;;;;;;;;;;;;;;
;3,76;0,13;3,76;0,77;;;;;;;;;;;;;;;;
;3,76;0,92;3,76;1,44;;;;;;;;;;;;;;;;
;3,76;1,24;3,76;1,22;;;;;;;;;;;;;;;;
;3,76;1,00;3,76;-0,11;;;;;;;;;;;;;;;;
;3,76;-0,11;3,76;-0,72;;;;;;;;;;;;;;;;
;3,76;-0,72;3,76;-0,50;;;;;;;;;;;;;;;;
;3,76;-0,71;3,76;0,48;;;;;;;;;;;;;;;;
;3,76;-0,02;3,76;0,42;;;;;;;;;;;;;;;;
;3,76;0,07;3,76;0,45;;;;;;;;;;;;;;;;
;3,76;0,55;3,76;0,12;;;;;;;;;;;;;;;;
;3,76;0,48;3,76;-0,04;;;;;;;;;;;;;;;;
;3,76;0,22;3,76;-0,90;;;;;;;;;;;;;;;;
;3,76;-0,81;3,76;-0,20;;;;;;;;;;;;;;;;
;3,76;-0,13;3,76;0,62;;;;;;;;;;;;;;;;
;3,76;0,27;3,76;0,51;;;;;;;;;;;;;;;;
;3,76;0,33;3,76;0,13;;;;;;;;;;;;;;;;
;3,76;0,19;3,76;-0,20;;;;;;;;;;;;;;;;
;3,76;0,05;3,76;-0,40;;;;;;;;;;;;;;;;
;3,76;-0,33;3,76;-0,02;;;;;;;;;;;;;;;;
;3,76;0,07;3,76;0,91;;;;;;;;;;;;;;;;
;3,76;0,86;3,76;1,20;;;;;;;;;;;;;;;;
;3,76;1,23;3,76;0,15;;;;;;;;;;;;;;;;
;3,76;0,03;3,76;-1,90;;;;;;;;;;;;;;;;
;3,76;-1,72;3,76;-0,96;;;;;;;;;;;;;;;;
;3,76;-1,04;3,76;-0,54;;;;;;;;;;;;;;;;
;3,76;-1,46;3,76;-1,26;;;;;;;;;;;;;;;;
;3,77;-2,01;3,77;-1,61;;;;;;;;;;;;;;;;
;3,77;-2,10;3,77;-1,95;;;;;;;;;;;;;;;;
;3,77;-1,98;3,77;-0,81;;;;;;;;;;;;;;;;
;3,77;-0,75;3,77;-0,33;;;;;;;;;;;;;;;;
;3,77;-0,14;3,77;0,17;;;;;;;;;;;;;;;;
;3,77;0,77;3,77;0,33;;;;;;;;;;;;;;;;
;3,77;0,94;3,77;-0,09;;;;;;;;;;;;;;;;
;3,77;0,72;3,77;0,90;;;;;;;;;;;;;;;;
;3,77;1,44;3,77;1,06;;;;;;;;;;;;;;;;
;3,77;1,20;3,77;1,44;;;;;;;;;;;;;;;;
;3,77;1,57;3,77;0,97;;;;;;;;;;;;;;;;
;3,77;0,72;3,77;-0,38;;;;;;;;;;;;;;;;
;3,77;-0,45;3,77;-0,56;;;;;;;;;;;;;;;;
;3,77;-0,94;3,77;-0,40;;;;;;;;;;;;;;;;
;3,77;-0,90;3,77;-0,20;;;;;;;;;;;;;;;;
;3,77;-0,94;3,77;-0,09;;;;;;;;;;;;;;;;
;3,77;-0,29;3,77;0,31;;;;;;;;;;;;;;;;
;3,77;0,32;3,77;0,63;;;;;;;;;;;;;;;;
;3,77;1,15;3,77;0,45;;;;;;;;;;;;;;;;
;3,77;0,75;3,77;-0,24;;;;;;;;;;;;;;;;
;3,77;0,45;3,77;0,64;;;;;;;;;;;;;;;;
;3,77;0,94;3,77;1,25;;;;;;;;;;;;;;;;
;3,77;1,33;3,77;0,74;;;;;;;;;;;;;;;;
;3,77;0,36;3,77;-0,38;;;;;;;;;;;;;;;;
;3,77;-0,29;3,77;-0,11;;;;;;;;;;;;;;;;
;3,77;-0,38;3,77;-0,32;;;;;;;;;;;;;;;;
;3,77;-0,57;3,77;-0,04;;;;;;;;;;;;;;;;
;3,77;-0,70;3,77;-1,51;;;;;;;;;;;;;;;;
;3,77;-1,79;3,77;-0,92;;;;;;;;;;;;;;;;
;3,77;-1,05;3,77;-0,52;;;;;;;;;;;;;;;;
;3,77;-0,62;3,77;0,53;;;;;;;;;;;;;;;;
;3,77;0,61;3,77;0,23;;;;;;;;;;;;;;;;
;3,77;0,34;3,77;-0,57;;;;;;;;;;;;;;;;
;3,77;0,08;3,77;0,12;;;;;;;;;;;;;;;;
;3,77;0,60;3,77;0,29;;;;;;;;;;;;;;;;
;3,77;0,48;3,77;0,95;;;;;;;;;;;;;;;;
;3,77;1,00;3,77;0,89;;;;;;;;;;;;;;;;
;3,77;0,80;3,77;0,17;;;;;;;;;;;;;;;;
;3,77;0,17;3,77;-0,42;;;;;;;;;;;;;;;;
;3,77;-0,43;3,77;-0,00;;;;;;;;;;;;;;;;
;3,77;-0,08;3,77;0,33;;;;;;;;;;;;;;;;
;3,78;-0,04;3,78;0,11;;;;;;;;;;;;;;;;
;3,78;-0,19;3,78;-0,65;;;;;;;;;;;;;;;;
;3,78;-0,77;3,78;-0,52;;;;;;;;;;;;;;;;
;3,78;-0,42;3,78;-0,27;;;;;;;;;;;;;;;;
;3,78;-0,38;3,78;0,01;;;;;;;;;;;;;;;;
;3,78;0,01;3,78;0,14;;;;;;;;;;;;;;;;
;3,78;0,20;3,78;0,42;;;;;;;;;;;;;;;;
;3,78;0,68;3,78;-0,13;;;;;;;;;;;;;;;;
;3,78;-0,08;3,78;-0,40;;;;;;;;;;;;;;;;
;3,78;-0,03;3,78;0,46;;;;;;;;;;;;;;;;
;3,78;0,41;3,78;0,30;;;;;;;;;;;;;;;;
;3,78;0,15;3,78;-0,21;;;;;;;;;;;;;;;;
;3,78;-0,43;3,78;-0,70;;;;;;;;;;;;;;;;
;3,78;-0,74;3,78;-0,86;;;;;;;;;;;;;;;;
;3,78;-1,13;3,78;-0,71;;;;;;;;;;;;;;;;
;3,78;-0,91;3,78;0,10;;;;;;;;;;;;;;;;
;3,78;-0,11;3,78;0,43;;;;;;;;;;;;;;;;
;3,78;0,47;3,78;0,39;;;;;;;;;;;;;;;;
;3,78;0,67;3,78;0,12;;;;;;;;;;;;;;;;
;3,78;0,70;3,78;0,22;;;;;;;;;;;;;;;;
;3,78;0,55;3,78;-0,36;;;;;;;;;;;;;;;;
;3,78;-0,16;3,78;1,04;;;;;;;;;;;;;;;;
;3,78;1,28;3,78;1,87;;;;;;;;;;;;;;;;
;3,78;1,52;3,78;0,18;;;;;;;;;;;;;;;;
;3,78;0,03;3,78;-1,26;;;;;;;;;;;;;;;;
;3,78;-1,31;3,78;-1,39;;;;;;;;;;;;;;;;
;3,78;-1,39;3,78;0,06;;;;;;;;;;;;;;;;
;3,78;-0,66;3,78;0,24;;;;;;;;;;;;;;;;
;3,78;-0,21;3,78;1,18;;;;;;;;;;;;;;;;
;3,78;1,15;3,78;0,44;;;;;;;;;;;;;;;;
;3,78;0,97;3,78;0,76;;;;;;;;;;;;;;;;
;3,78;1,72;3,78;1,32;;;;;;;;;;;;;;;;
;3,78;2,04;3,78;1,31;;;;;;;;;;;;;;;;
;3,78;1,62;3,78;0,38;;;;;;;;;;;;;;;;
;3,78;0,39;3,78;0,08;;;;;;;;;;;;;;;;
;3,78;-0,06;3,78;0,10;;;;;;;;;;;;;;;;
;3,78;-0,56;3,78;-0,71;;;;;;;;;;;;;;;;
;3,78;-1,52;3,78;-0,30;;;;;;;;;;;;;;;;
;3,78;-0,70;3,78;0,16;;;;;;;;;;;;;;;;
;3,78;-0,40;3,78;-0,71;;;;;;;;;;;;;;;;
;3,78;-0,65;3,78;-0,10;;;;;;;;;;;;;;;;
;3,79;0,27;3,79;0,63;;;;;;;;;;;;;;;;
;3,79;1,18;3,79;0,77;;;;;;;;;;;;;;;;
;3,79;1,01;3,79;0,26;;;;;;;;;;;;;;;;
;3,79;0,85;3,79;0,43;;;;;;;;;;;;;;;;
;3,79;0,52;3,79;-0,44;;;;;;;;;;;;;;;;
;3,79;-0,37;3,79;0,28;;;;;;;;;;;;;;;;
;3,79;-0,09;3,79;-0,24;;;;;;;;;;;;;;;;
;3,79;-0,74;3,79;-0,35;;;;;;;;;;;;;;;;
;3,79;-0,71;3,79;-0,15;;;;;;;;;;;;;;;;
;3,79;-0,34;3,79;-0,58;;;;;;;;;;;;;;;;
;3,79;-0,84;3,79;-0,95;;;;;;;;;;;;;;;;
;3,79;-0,72;3,79;0,47;;;;;;;;;;;;;;;;
;3,79;0,68;3,79;0,89;;;;;;;;;;;;;;;;
;3,79;1,02;3,79;0,09;;;;;;;;;;;;;;;;
;3,79;0,20;3,79;-1,04;;;;;;;;;;;;;;;;
;3,79;-0,64;3,79;-0,65;;;;;;;;;;;;;;;;
;3,79;-0,63;3,79;-0,42;;;;;;;;;;;;;;;;
;3,79;-0,89;3,79;-0,61;;;;;;;;;;;;;;;;
;3,79;-1,12;3,79;0,50;;;;;;;;;;;;;;;;
;3,79;0,58;3,79;1,37;;;;;;;;;;;;;;;;
;3,79;1,30;3,79;0,36;;;;;;;;;;;;;;;;
;3,79;0,98;3,79;0,58;;;;;;;;;;;;;;;;
;3,79;1,22;3,79;0,16;;;;;;;;;;;;;;;;
;3,79;0,75;3,79;0,72;;;;;;;;;;;;;;;;
;3,79;0,67;3,79;0,29;;;;;;;;;;;;;;;;
;3,79;0,16;3,79;1,14;;;;;;;;;;;;;;;;
;3,79;0,82;3,79;0,31;;;;;;;;;;;;;;;;
;3,79;-0,08;3,79;-0,27;;;;;;;;;;;;;;;;
;3,79;-0,42;3,79;-0,61;;;;;;;;;;;;;;;;
;3,79;-0,78;3,79;-0,41;;;;;;;;;;;;;;;;
;3,79;-0,56;3,79;0,42;;;;;;;;;;;;;;;;
;3,79;0,31;3,79;0,63;;;;;;;;;;;;;;;;
;3,79;0,48;3,79;-0,39;;;;;;;;;;;;;;;;
;3,79;-0,22;3,79;-1,09;;;;;;;;;;;;;;;;
;3,79;-0,98;3,79;-1,30;;;;;;;;;;;;;;;;
;3,79;-1,14;3,79;0,21;;;;;;;;;;;;;;;;
;3,79;-0,12;3,79;0,18;;;;;;;;;;;;;;;;
;3,79;-0,19;3,79;0,18;;;;;;;;;;;;;;;;
;3,79;0,21;3,79;-0,34;;;;;;;;;;;;;;;;
;3,79;-0,12;3,79;-0,78;;;;;;;;;;;;;;;;
;3,79;-0,49;3,79;-1,01;;;;;;;;;;;;;;;;
;3,80;-1,11;3,80;-1,15;;;;;;;;;;;;;;;;
;3,80;-1,27;3,80;-0,16;;;;;;;;;;;;;;;;
;3,80;-0,54;3,80;-0,25;;;;;;;;;;;;;;;;
;3,80;-0,52;3,80;-0,21;;;;;;;;;;;;;;;;
;3,80;-0,21;3,80;-0,80;;;;;;;;;;;;;;;;
;3,80;-0,68;3,80;-1,22;;;;;;;;;;;;;;;;
;3,80;-1,05;3,80;-1,19;;;;;;;;;;;;;;;;
;3,80;-1,25;3,80;-0,55;;;;;;;;;;;;;;;;
;3,80;-0,54;3,80;0,71;;;;;;;;;;;;;;;;
;3,80;0,54;3,80;0,36;;;;;;;;;;;;;;;;
;3,80;0,58;3,80;1,02;;;;;;;;;;;;;;;;
;3,80;1,67;3,80;0,72;;;;;;;;;;;;;;;;
;3,80;1,16;3,80;-0,04;;;;;;;;;;;;;;;;
;3,80;0,44;3,80;0,29;;;;;;;;;;;;;;;;
;3,80;0,41;3,80;0,57;;;;;;;;;;;;;;;;
;3,80;0,34;3,80;0,78;;;;;;;;;;;;;;;;
;3,80;0,39;3,80;0,42;;;;;;;;;;;;;;;;
;3,80;-0,01;3,80;-1,08;;;;;;;;;;;;;;;;
;3,80;-1,37;3,80;-1,11;;;;;;;;;;;;;;;;
;3,80;-1,15;3,80;-0,32;;;;;;;;;;;;;;;;
;3,80;-0,76;3,80;-0,58;;;;;;;;;;;;;;;;
;3,80;-1,03;3,80;-1,10;;;;;;;;;;;;;;;;
;3,80;-1,25;3,80;-0,71;;;;;;;;;;;;;;;;
;3,80;-0,43;3,80;0,26;;;;;;;;;;;;;;;;
;3,80;0,46;3,80;0,75;;;;;;;;;;;;;;;;
;3,80;1,12;3,80;0,93;;;;;;;;;;;;;;;;
;3,80;1,52;3,80;1,49;;;;;;;;;;;;;;;;
;3,80;2,27;3,80;0,94;;;;;;;;;;;;;;;;
;3,80;1,23;3,80;-0,21;;;;;;;;;;;;;;;;
;3,80;0,11;3,80;0,36;;;;;;;;;;;;;;;;
;3,80;0,26;3,80;0,72;;;;;;;;;;;;;;;;
;3,80;0,06;3,80;0,03;;;;;;;;;;;;;;;;
;3,80;-0,64;3,80;0,05;;;;;;;;;;;;;;;;
;3,80;-0,32;3,80;-0,67;;;;;;;;;;;;;;;;
;3,80;-0,94;3,80;-0,17;;;;;;;;;;;;;;;;
;3,80;0,02;3,80;0,80;;;;;;;;;;;;;;;;
;3,80;0,77;3,80;0,32;;;;;;;;;;;;;;;;
;3,80;0,54;3,80;-0,01;;;;;;;;;;;;;;;;
;3,80;0,27;3,80;-0,45;;;;;;;;;;;;;;;;
;3,80;-0,11;3,80;0,33;;;;;;;;;;;;;;;;
;3,80;0,43;3,80;0,60;;;;;;;;;;;;;;;;
;3,81;0,31;3,81;0,07;;;;;;;;;;;;;;;;
;3,81;0,00;3,81;0,16;;;;;;;;;;;;;;;;
;3,81;0,04;3,81;-0,86;;;;;;;;;;;;;;;;
;3,81;-0,99;3,81;-0,70;;;;;;;;;;;;;;;;
;3,81;-0,84;3,81;-0,66;;;;;;;;;;;;;;;;
;3,81;-1,00;3,81;-0,24;;;;;;;;;;;;;;;;
;3,81;-0,38;3,81;0,04;;;;;;;;;;;;;;;;
;3,81;-0,10;3,81;-0,30;;;;;;;;;;;;;;;;
;3,81;-0,08;3,81;-0,33;;;;;;;;;;;;;;;;
;3,81;-0,07;3,81;-0,29;;;;;;;;;;;;;;;;
;3,81;0,02;3,81;0,45;;;;;;;;;;;;;;;;
;3,81;0,65;3,81;0,46;;;;;;;;;;;;;;;;
;3,81;0,25;3,81;-0,76;;;;;;;;;;;;;;;;
;3,81;-0,50;3,81;1,26;;;;;;;;;;;;;;;;
;3,81;1,53;3,81;0,85;;;;;;;;;;;;;;;;
;3,81;0,60;3,81;0,31;;;;;;;;;;;;;;;;
;3,81;0,57;3,81;0,34;;;;;;;;;;;;;;;;
;3,81;0,48;3,81;0,57;;;;;;;;;;;;;;;;
;3,81;0,76;3,81;0,72;;;;;;;;;;;;;;;;
;3,81;0,54;3,81;0,73;;;;;;;;;;;;;;;;
;3,81;0,75;3,81;0,48;;;;;;;;;;;;;;;;
;3,81;0,43;3,81;0,74;;;;;;;;;;;;;;;;
;3,81;0,83;3,81;0,07;;;;;;;;;;;;;;;;
;3,81;-0,14;3,81;-0,01;;;;;;;;;;;;;;;;
;3,81;0,10;3,81;0,00;;;;;;;;;;;;;;;;
;3,81;-0,41;3,81;-0,66;;;;;;;;;;;;;;;;
;3,81;-0,76;3,81;0,10;;;;;;;;;;;;;;;;
;3,81;-0,15;3,81;-0,06;;;;;;;;;;;;;;;;
;3,81;-0,23;3,81;-0,29;;;;;;;;;;;;;;;;
;3,81;-0,37;3,81;-0,59;;;;;;;;;;;;;;;;
;3,81;-0,44;3,81;0,12;;;;;;;;;;;;;;;;
;3,81;0,35;3,81;0,36;;;;;;;;;;;;;;;;
;3,81;0,27;3,81;-0,51;;;;;;;;;;;;;;;;
;3,81;-0,40;3,81;-0,35;;;;;;;;;;;;;;;;
;3,81;-0,18;3,81;0,12;;;;;;;;;;;;;;;;
;3,81;0,12;3,81;-0,05;;;;;;;;;;;;;;;;
;3,81;-0,25;3,81;0,35;;;;;;;;;;;;;;;;
;3,81;0,62;3,81;1,42;;;;;;;;;;;;;;;;
;3,81;1,49;3,81;0,73;;;;;;;;;;;;;;;;
;3,81;1,06;3,81;0,56;;;;;;;;;;;;;;;;
;3,81;0,83;3,81;-0,28;;;;;;;;;;;;;;;;
;3,82;0,02;3,82;0,66;;;;;;;;;;;;;;;;
;3,82;0,61;3,82;0,37;;;;;;;;;;;;;;;;
;3,82;-0,17;3,82;-0,41;;;;;;;;;;;;;;;;
;3,82;-0,86;3,82;-1,20;;;;;;;;;;;;;;;;
;3,82;-1,61;3,82;-1,24;;;;;;;;;;;;;;;;
;3,82;-1,63;3,82;-1,73;;;;;;;;;;;;;;;;
;3,82;-2,55;3,82;-3,12;;;;;;;;;;;;;;;;
;3,82;-3,76;3,82;-2,72;;;;;;;;;;;;;;;;
;3,82;-3,00;3,82;-1,17;;;;;;;;;;;;;;;;
;3,82;-1,61;3,82;-1,51;;;;;;;;;;;;;;;;
;3,82;-1,66;3,82;-1,12;;;;;;;;;;;;;;;;
;3,82;-0,45;3,82;-0,05;;;;;;;;;;;;;;;;
;3,82;0,97;3,82;1,61;;;;;;;;;;;;;;;;
;3,82;2,79;3,82;2,31;;;;;;;;;;;;;;;;
;3,82;3,23;3,82;1,35;;;;;;;;;;;;;;;;
;3,82;2,35;3,82;0,78;;;;;;;;;;;;;;;;
;3,82;1,44;3,82;0,92;;;;;;;;;;;;;;;;
;3,82;1,06;3,82;1,92;;;;;;;;;;;;;;;;
;3,82;1,39;3,82;2,12;;;;;;;;;;;;;;;;
;3,82;1,45;3,82;1,51;;;;;;;;;;;;;;;;
;3,82;1,01;3,82;0,30;;;;;;;;;;;;;;;;
;3,82;0,29;3,82;0,57;;;;;;;;;;;;;;;;
;3,82;0,59;3,82;-0,14;;;;;;;;;;;;;;;;
;3,82;-0,61;3,82;-0,87;;;;;;;;;;;;;;;;
;3,82;-1,13;3,82;-0,03;;;;;;;;;;;;;;;;
;3,82;-0,44;3,82;-0,41;;;;;;;;;;;;;;;;
;3,82;-1,04;3,82;-1,74;;;;;;;;;;;;;;;;
;3,82;-2,11;3,82;-1,58;;;;;;;;;;;;;;;;
;3,82;-1,55;3,82;-0,62;;;;;;;;;;;;;;;;
;3,82;-0,79;3,82;-0,57;;;;;;;;;;;;;;;;
;3,82;-0,66;3,82;-0,10;;;;;;;;;;;;;;;;
;3,82;0,38;3,82;0,71;;;;;;;;;;;;;;;;
;3,82;1,21;3,82;-0,04;;;;;;;;;;;;;;;;
;3,82;0,50;3,82;-0,33;;;;;;;;;;;;;;;;
;3,82;0,13;3,82;-0,29;;;;;;;;;;;;;;;;
;3,82;0,02;3,82;1,12;;;;;;;;;;;;;;;;
;3,82;1,02;3,82;1,13;;;;;;;;;;;;;;;;
;3,82;0,79;3,82;0,81;;;;;;;;;;;;;;;;
;3,82;0,91;3,82;0,86;;;;;;;;;;;;;;;;
;3,82;1,08;3,82;0,78;;;;;;;;;;;;;;;;
;3,82;0,95;3,82;0,07;;;;;;;;;;;;;;;;
;3,83;-0,15;3,83;-1,23;;;;;;;;;;;;;;;;
;3,83;-1,47;3,83;-0,62;;;;;;;;;;;;;;;;
;3,83;-0,90;3,83;0,26;;;;;;;;;;;;;;;;
;3,83;-0,55;3,83;-0,53;;;;;;;;;;;;;;;;
;3,83;-0,93;3,83;0,10;;;;;;;;;;;;;;;;
;3,83;0,13;3,83;-0,69;;;;;;;;;;;;;;;;
;3,83;-0,54;3,83;-0,34;;;;;;;;;;;;;;;;
;3,83;0,21;3,83;0,24;;;;;;;;;;;;;;;;
;3,83;0,39;3,83;0,24;;;;;;;;;;;;;;;;
;3,83;0,61;3,83;0,54;;;;;;;;;;;;;;;;
;3,83;0,56;3,83;-0,22;;;;;;;;;;;;;;;;
;3,83;0,09;3,83;0,73;;;;;;;;;;;;;;;;
;3,83;0,86;3,83;0,94;;;;;;;;;;;;;;;;
;3,83;0,96;3,83;0,79;;;;;;;;;;;;;;;;
;3,83;0,63;3,83;-0,71;;;;;;;;;;;;;;;;
;3,83;-0,75;3,83;-0,39;;;;;;;;;;;;;;;;
;3,83;-0,28;3,83;0,61;;;;;;;;;;;;;;;;
;3,83;0,27;3,83;0,72;;;;;;;;;;;;;;;;
;3,83;0,31;3,83;-0,44;;;;;;;;;;;;;;;;
;3,83;-0,62;3,83;-0,14;;;;;;;;;;;;;;;;
;3,83;0,31;3,83;0,36;;;;;;;;;;;;;;;;
;3,83;0,16;3,83;-0,38;;;;;;;;;;;;;;;;
;3,83;-0,16;3,83;0,65;;;;;;;;;;;;;;;;
;3,83;0,57;3,83;-0,55;;;;;;;;;;;;;;;;
;3,83;-0,65;3,83;-0,88;;;;;;;;;;;;;;;;
;3,83;-0,92;3,83;-0,06;;;;;;;;;;;;;;;;
;3,83;0,02;3,83;0,91;;;;;;;;;;;;;;;;
;3,83;0,62;3,83;-0,01;;;;;;;;;;;;;;;;
;3,83;-0,03;3,83;-0,42;;;;;;;;;;;;;;;;
;3,83;-0,18;3,83;-0,91;;;;;;;;;;;;;;;;
;3,83;-0,72;3,83;-0,54;;;;;;;;;;;;;;;;
;3,83;-0,62;3,83;0,09;;;;;;;;;;;;;;;;
;3,83;-0,10;3,83;0,56;;;;;;;;;;;;;;;;
;3,83;0,29;3,83;-0,30;;;;;;;;;;;;;;;;
;3,83;-0,31;3,83;-0,37;;;;;;;;;;;;;;;;
;3,83;-0,03;3,83;0,20;;;;;;;;;;;;;;;;
;3,83;0,39;3,83;0,34;;;;;;;;;;;;;;;;
;3,83;0,33;3,83;0,09;;;;;;;;;;;;;;;;
;3,83;0,14;3,83;0,41;;;;;;;;;;;;;;;;
;3,83;0,61;3,83;0,55;;;;;;;;;;;;;;;;
;3,83;0,47;3,83;-0,20;;;;;;;;;;;;;;;;
;3,84;-0,17;3,84;0,05;;;;;;;;;;;;;;;;
;3,84;0,02;3,84;-0,44;;;;;;;;;;;;;;;;
;3,84;-0,66;3,84;0,07;;;;;;;;;;;;;;;;
;3,84;0,06;3,84;0,34;;;;;;;;;;;;;;;;
;3,84;-0,14;3,84;-1,19;;;;;;;;;;;;;;;;
;3,84;-1,15;3,84;0,01;;;;;;;;;;;;;;;;
;3,84;0,13;3,84;-0,17;;;;;;;;;;;;;;;;
;3,84;-0,32;3,84;-0,26;;;;;;;;;;;;;;;;
;3,84;-0,21;3,84;-0,55;;;;;;;;;;;;;;;;
;3,84;-0,55;3,84;-0,26;;;;;;;;;;;;;;;;
;3,84;0,02;3,84;0,48;;;;;;;;;;;;;;;;
;3,84;0,37;3,84;0,04;;;;;;;;;;;;;;;;
;3,84;0,13;3,84;-0,00;;;;;;;;;;;;;;;;
;3,84;0,07;3,84;-0,38;;;;;;;;;;;;;;;;
;3,84;-0,29;3,84;-0,14;;;;;;;;;;;;;;;;
;3,84;-0,05;3,84;1,00;;;;;;;;;;;;;;;;
;3,84;1,00;3,84;0,62;;;;;;;;;;;;;;;;
;3,84;0,43;3,84;0,07;;;;;;;;;;;;;;;;
;3,84;0,46;3,84;0,49;;;;;;;;;;;;;;;;
;3,84;0,51;3,84;-0,74;;;;;;;;;;;;;;;;
;3,84;-0,68;3,84;0,12;;;;;;;;;;;;;;;;
;3,84;-0,09;3,84;-0,70;;;;;;;;;;;;;;;;
;3,84;-1,17;3,84;-0,37;;;;;;;;;;;;;;;;
;3,84;-0,57;3,84;-0,48;;;;;;;;;;;;;;;;
;3,84;-0,99;3,84;-1,46;;;;;;;;;;;;;;;;
;3,84;-1,55;3,84;-1,12;;;;;;;;;;;;;;;;
;3,84;-1,27;3,84;-1,11;;;;;;;;;;;;;;;;
;3,84;-1,12;3,84;-0,02;;;;;;;;;;;;;;;;
;3,84;0,07;3,84;0,42;;;;;;;;;;;;;;;;
;3,84;0,59;3,84;0,69;;;;;;;;;;;;;;;;
;3,84;1,45;3,84;1,78;;;;;;;;;;;;;;;;
;3,84;2,49;3,84;0,78;;;;;;;;;;;;;;;;
;3,84;1,28;3,84;0,22;;;;;;;;;;;;;;;;
;3,84;0,85;3,84;1,20;;;;;;;;;;;;;;;;
;3,84;1,23;3,84;0,48;;;;;;;;;;;;;;;;
;3,84;-0,19;3,84;-0,77;;;;;;;;;;;;;;;;
;3,84;-1,38;3,84;-0,54;;;;;;;;;;;;;;;;
